d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A026-014,A025-A026-012,A025-A026-011,A025-009,A025-002,A026-A009-001,A026-A009-002,A026-A009-005,A025-A026-027,A026-A089-001,A026-A089-002,A025-A026-006,A026-A009-006,A025-A026-010,A026-A001-003,A026-A001-001,A026-A001-002,A026-A001-004
0001-20090420-269-119-1-699,1,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090420-269-119-1-699,2,,,,,,,,,,152,売掛金,account,credit,3190411,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No200株式会社　ＹＡＧ,,,,
0001-20090420-269-119-1-699,2,,,,,,,,,,,,,,,,,,,trading partner,30,㈱YAG,customer
0001-20090420-269-119-1-699,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-269-119-1-699,3,,,,,,,,,,741,支払手数料,account,debit,700,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No200株式会社　ＹＡＧ,,,,
0001-20090420-269-119-1-699,3,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-269-119-1-699,4,,,,,,,,,,191,仮払消費税等,account,debit,35,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-269-119-1-699,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-269-119-1-699,5,,,,,,,,,,152,売掛金,account,credit,735,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No200株式会社　ＹＡＧ,,,,
0001-20090420-269-119-1-699,5,,,,,,,,,,,,,,,,,,,trading partner,30,㈱YAG,customer
0001-20090420-269-119-1-699,5,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-270-120-1-701,,,0001-20090420-270-120-1-701,entries,120-701,2008-08-19,manual,gj,General,270,,,,,,,,,,,,,
0001-20090420-270-120-1-701,1,,,,,,,,,,312,買掛金,account,debit,1416910,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No275株式会社　アタッチ,,,,
0001-20090420-270-120-1-701,1,,,,,,,,,,,,,,,,,,,trading partner,4,㈱ｱﾀｯﾁ,vendor
0001-20090420-270-120-1-701,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-270-120-1-701,2,,,,,,,,,,121,当座預金,account,credit,1416910,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No275株式会社　アタッチ,,,,
0001-20090420-270-120-1-701,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-270-120-1-701,2,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20090420-271-121-1-703,,,0001-20090420-271-121-1-703,entries,121-703,2008-08-19,manual,gj,General,271,,,,,,,,,,,,,
0001-20090420-271-121-1-703,1,,,,,,,,,,312,買掛金,account,debit,3596039,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No276株式会社　ハナダ,,,,
0001-20090420-271-121-1-703,1,,,,,,,,,,,,,,,,,,,trading partner,6,㈱ﾊﾅﾀﾞ,vendor
0001-20090420-271-121-1-703,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-271-121-1-703,2,,,,,,,,,,131,普通預金,account,credit,3596039,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No276株式会社　ハナダ,,,,
0001-20090420-271-121-1-703,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-271-121-1-703,2,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090420-272-122-1-705,,,0001-20090420-272-122-1-705,entries,122-705,2008-08-19,manual,gj,General,272,,,,,,,,,,,,,
0001-20090420-272-122-1-705,1,,,,,,,,,,312,買掛金,account,debit,6181724,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No278株式会社　まつむら,,,,
0001-20090420-272-122-1-705,1,,,,,,,,,,,,,,,,,,,trading partner,11,㈱まつむら,vendor
0001-20090420-272-122-1-705,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-272-122-1-705,2,,,,,,,,,,301,支払手形,account,credit,6181724,ISO4217:JPY,2009-04-20,proposed,09年4月20日伝票No278株式会社　まつむら,,,,
0001-20090420-272-122-1-705,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-299-123-1-707,,,0001-20090420-299-123-1-707,entries,123-707,2008-08-19,manual,gj,General,299,,,,,,,,,,,,,
0001-20090420-299-123-1-707,1,,,,,,,,,,301,支払手形,account,debit,5775130,ISO4217:JPY,2009-04-20,proposed,手形期日落日　まつむら,,,,
0001-20090420-299-123-1-707,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-299-123-1-707,2,,,,,,,,,,121,当座預金,account,credit,5775130,ISO4217:JPY,2009-04-20,proposed,手形期日落日　まつむら,,,,
0001-20090420-299-123-1-707,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-299-123-1-707,2,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20090420-302-124-1-709,,,0001-20090420-302-124-1-709,entries,124-709,2008-08-19,manual,gj,General,302,,,,,,,,,,,,,
0001-20090420-302-124-1-709,1,,,,,,,,,,121,当座預金,account,debit,9873980,ISO4217:JPY,2009-04-20,proposed,手形満期　もみじデパート,,,,
0001-20090420-302-124-1-709,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-302-124-1-709,1,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20090420-302-124-1-709,2,,,,,,,,,,150,受取手形,account,credit,9873980,ISO4217:JPY,2009-04-20,proposed,手形満期　もみじデパート,,,,
0001-20090420-302-124-1-709,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-307-125-1-711,,,0001-20090420-307-125-1-711,entries,125-711,2008-08-19,manual,gj,General,307,,,,,,,,,,,,,
0001-20090420-307-125-1-711,1,,,,,,,,,,131,普通預金,account,debit,3500000,ISO4217:JPY,2009-04-20,proposed,資金移動,,,,
0001-20090420-307-125-1-711,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-307-125-1-711,1,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090420-307-125-1-711,2,,,,,,,,,,121,当座預金,account,credit,3500000,ISO4217:JPY,2009-04-20,proposed,資金移動,,,,
0001-20090420-307-125-1-711,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-307-125-1-711,2,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20090420-31-98-1-657,,,0001-20090420-31-98-1-657,entries,98-657,2008-08-19,manual,gj,General,31,,,,,,,,,,,,,
0001-20090420-31-98-1-657,1,,,,,,,,,,754,事務用消耗品費,account,debit,2552,ISO4217:JPY,2009-04-20,proposed,コピー代,,,,
0001-20090420-31-98-1-657,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-31-98-1-657,2,,,,,,,,,,191,仮払消費税等,account,debit,127,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-31-98-1-657,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-31-98-1-657,3,,,,,,,,,,322,未払金,account,credit,2679,ISO4217:JPY,2009-04-20,proposed,コピー代,,,,
0001-20090420-31-98-1-657,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-34-99-1-659,,,0001-20090420-34-99-1-659,entries,99-659,2008-08-19,manual,gj,General,34,,,,,,,,,,,,,
0001-20090420-34-99-1-659,1,,,,,,,,,,736,水道光熱費,account,debit,91629,ISO4217:JPY,2009-04-20,proposed,電気代,,,,
0001-20090420-34-99-1-659,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-34-99-1-659,2,,,,,,,,,,191,仮払消費税等,account,debit,4581,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-34-99-1-659,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-34-99-1-659,3,,,,,,,,,,131,普通預金,account,credit,100560,ISO4217:JPY,2009-04-20,proposed,電気代,,,,
0001-20090420-34-99-1-659,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-34-99-1-659,3,2,,,,,,,,,,,,,,,,,,account sub,10,北海道　駅前,補助科目
0001-20090420-34-99-1-659,4,,,,,,,,,,736,水道光熱費,account,debit,4143,ISO4217:JPY,2009-04-20,proposed,水道代,,,,
0001-20090420-34-99-1-659,4,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-34-99-1-659,5,,,,,,,,,,191,仮払消費税等,account,debit,207,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-34-99-1-659,5,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-45-100-1-661,,,0001-20090420-45-100-1-661,entries,100-661,2008-08-19,manual,gj,General,45,,,,,,,,,,,,,
0001-20090420-45-100-1-661,1,,,,,,,,,,733,交際接待費,account,debit,7867,ISO4217:JPY,2009-04-20,proposed,食事代　トン吉4名,,,,
0001-20090420-45-100-1-661,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-45-100-1-661,2,,,,,,,,,,191,仮払消費税等,account,debit,393,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-45-100-1-661,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-45-100-1-661,3,,,,,,,,,,111,現金,account,credit,8260,ISO4217:JPY,2009-04-20,proposed,食事代　トン吉4名,,,,
0001-20090420-45-100-1-661,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-48-101-1-663,,,0001-20090420-48-101-1-663,entries,101-663,2008-08-19,manual,gj,General,48,,,,,,,,,,,,,
0001-20090420-48-101-1-663,1,,,,,,,,,,740,車両費,account,debit,4099,ISO4217:JPY,2009-04-20,proposed,ガソリン代,,,,
0001-20090420-48-101-1-663,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-48-101-1-663,2,,,,,,,,,,191,仮払消費税等,account,debit,204,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-48-101-1-663,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-48-101-1-663,3,,,,,,,,,,111,現金,account,credit,4303,ISO4217:JPY,2009-04-20,proposed,ガソリン代,,,,
0001-20090420-48-101-1-663,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-53-102-1-665,,,0001-20090420-53-102-1-665,entries,102-665,2008-08-19,manual,gj,General,53,,,,,,,,,,,,,
0001-20090420-53-102-1-665,1,,,,,,,,,,740,車両費,account,debit,381,ISO4217:JPY,2009-04-20,proposed,高速代,,,,
0001-20090420-53-102-1-665,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-53-102-1-665,2,,,,,,,,,,191,仮払消費税等,account,debit,19,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-53-102-1-665,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-53-102-1-665,3,,,,,,,,,,111,現金,account,credit,8907,ISO4217:JPY,2009-04-20,proposed,高速代,,,,
0001-20090420-53-102-1-665,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-53-102-1-665,4,,,,,,,,,,740,車両費,account,debit,2000,ISO4217:JPY,2009-04-20,proposed,駐車代,,,,
0001-20090420-53-102-1-665,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-53-102-1-665,5,,,,,,,,,,191,仮払消費税等,account,debit,100,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-53-102-1-665,5,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-53-102-1-665,6,,,,,,,,,,740,車両費,account,debit,6102,ISO4217:JPY,2009-04-20,proposed,ガソリン代,,,,
0001-20090420-53-102-1-665,6,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-53-102-1-665,7,,,,,,,,,,191,仮払消費税等,account,debit,305,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-53-102-1-665,7,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-6-95-1-651,,,0001-20090420-6-95-1-651,entries,95-651,2008-08-19,manual,gj,General,6,,,,,,,,,,,,,
0001-20090420-6-95-1-651,1,,,,,,,,,,732,広告宣伝費,account,debit,4762,ISO4217:JPY,2009-04-20,proposed,広告料,,,,
0001-20090420-6-95-1-651,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-6-95-1-651,2,,,,,,,,,,191,仮払消費税等,account,debit,238,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-6-95-1-651,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-6-95-1-651,3,,,,,,,,,,111,現金,account,credit,5000,ISO4217:JPY,2009-04-20,proposed,広告料,,,,
0001-20090420-6-95-1-651,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-64-103-1-667,,,0001-20090420-64-103-1-667,entries,103-667,2008-08-19,manual,gj,General,64,,,,,,,,,,,,,
0001-20090420-64-103-1-667,1,,,,,,,,,,736,水道光熱費,account,debit,174650,ISO4217:JPY,2009-04-20,proposed,電気料,,,,
0001-20090420-64-103-1-667,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-64-103-1-667,2,,,,,,,,,,191,仮払消費税等,account,debit,8732,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-64-103-1-667,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-64-103-1-667,3,,,,,,,,,,131,普通預金,account,credit,192822,ISO4217:JPY,2009-04-20,proposed,電気料,,,,
0001-20090420-64-103-1-667,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-64-103-1-667,3,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090420-64-103-1-667,4,,,,,,,,,,736,水道光熱費,account,debit,8991,ISO4217:JPY,2009-04-20,proposed,水道料,,,,
0001-20090420-64-103-1-667,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-64-103-1-667,5,,,,,,,,,,191,仮払消費税等,account,debit,449,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-64-103-1-667,5,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-7-96-1-653,,,0001-20090420-7-96-1-653,entries,96-653,2008-08-19,manual,gj,General,7,,,,,,,,,,,,,
0001-20090420-7-96-1-653,1,,,,,,,,,,733,交際接待費,account,debit,1429,ISO4217:JPY,2009-04-20,proposed,食事代,,,,
0001-20090420-7-96-1-653,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-7-96-1-653,2,,,,,,,,,,191,仮払消費税等,account,debit,71,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-7-96-1-653,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-7-96-1-653,3,,,,,,,,,,111,現金,account,credit,2734,ISO4217:JPY,2009-04-20,proposed,食事代,,,,
0001-20090420-7-96-1-653,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-7-96-1-653,4,,,,,,,,,,733,交際接待費,account,debit,1176,ISO4217:JPY,2009-04-20,proposed,食事代,,,,
0001-20090420-7-96-1-653,4,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-7-96-1-653,5,,,,,,,,,,191,仮払消費税等,account,debit,58,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-7-96-1-653,5,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090420-71-104-1-669,,,0001-20090420-71-104-1-669,entries,104-669,2008-08-19,manual,gj,General,71,,,,,,,,,,,,,
0001-20090420-71-104-1-669,1,,,,,,,,,,754,事務用消耗品費,account,debit,2458,ISO4217:JPY,2009-04-20,proposed,事務用品,,,,
0001-20090420-71-104-1-669,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-71-104-1-669,2,,,,,,,,,,191,仮払消費税等,account,debit,122,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-71-104-1-669,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-71-104-1-669,3,,,,,,,,,,322,未払金,account,credit,51544,ISO4217:JPY,2009-04-20,proposed,事務用品,,,,
0001-20090420-71-104-1-669,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-71-104-1-669,4,,,,,,,,,,754,事務用消耗品費,account,debit,16169,ISO4217:JPY,2009-04-20,proposed,事務用品,,,,
0001-20090420-71-104-1-669,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-71-104-1-669,5,,,,,,,,,,191,仮払消費税等,account,debit,808,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-71-104-1-669,5,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-71-104-1-669,6,,,,,,,,,,754,事務用消耗品費,account,debit,30464,ISO4217:JPY,2009-04-20,proposed,カウンター料金,,,,
0001-20090420-71-104-1-669,6,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-71-104-1-669,7,,,,,,,,,,191,仮払消費税等,account,debit,1523,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-71-104-1-669,7,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090420-89-105-1-671,,,0001-20090420-89-105-1-671,entries,105-671,2008-08-19,manual,gj,General,89,,,,,,,,,,,,,
0001-20090420-89-105-1-671,1,,,,,,,,,,736,水道光熱費,account,debit,82388,ISO4217:JPY,2009-04-20,proposed,電気料,,,,
0001-20090420-89-105-1-671,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-89-105-1-671,2,,,,,,,,,,191,仮払消費税等,account,debit,4119,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-89-105-1-671,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-89-105-1-671,3,,,,,,,,,,131,普通預金,account,credit,94550,ISO4217:JPY,2009-04-20,proposed,電気料,,,,
0001-20090420-89-105-1-671,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-89-105-1-671,3,2,,,,,,,,,,,,,,,,,,account sub,30,三井　名古屋,補助科目
0001-20090420-89-105-1-671,4,,,,,,,,,,736,水道光熱費,account,debit,3758,ISO4217:JPY,2009-04-20,proposed,水道料,,,,
0001-20090420-89-105-1-671,4,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-89-105-1-671,5,,,,,,,,,,191,仮払消費税等,account,debit,187,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-89-105-1-671,5,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-89-105-1-671,6,,,,,,,,,,736,水道光熱費,account,debit,3903,ISO4217:JPY,2009-04-20,proposed,ガス代,,,,
0001-20090420-89-105-1-671,6,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-89-105-1-671,7,,,,,,,,,,191,仮払消費税等,account,debit,195,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-89-105-1-671,7,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-94-106-1-673,,,0001-20090420-94-106-1-673,entries,106-673,2008-08-19,manual,gj,General,94,,,,,,,,,,,,,
0001-20090420-94-106-1-673,1,,,,,,,,,,791,雑費,account,debit,4762,ISO4217:JPY,2009-04-20,proposed,有線,,,,
0001-20090420-94-106-1-673,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-94-106-1-673,2,,,,,,,,,,191,仮払消費税等,account,debit,238,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-94-106-1-673,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-94-106-1-673,3,,,,,,,,,,322,未払金,account,credit,5000,ISO4217:JPY,2009-04-20,proposed,有線,,,,
0001-20090420-94-106-1-673,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-97-107-1-675,,,0001-20090420-97-107-1-675,entries,107-675,2008-08-19,manual,gj,General,97,,,,,,,,,,,,,
0001-20090420-97-107-1-675,1,,,,,,,,,,754,事務用消耗品費,account,debit,37264,ISO4217:JPY,2009-04-20,proposed,コピー代,,,,
0001-20090420-97-107-1-675,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-97-107-1-675,2,,,,,,,,,,191,仮払消費税等,account,debit,1863,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-97-107-1-675,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-97-107-1-675,3,,,,,,,,,,322,未払金,account,credit,39127,ISO4217:JPY,2009-04-20,proposed,コピー代,,,,
0001-20090420-97-107-1-675,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090420-98-108-1-677,,,0001-20090420-98-108-1-677,entries,108-677,2008-08-19,manual,gj,General,98,,,,,,,,,,,,,
0001-20090420-98-108-1-677,1,,,,,,,,,,754,事務用消耗品費,account,debit,15000,ISO4217:JPY,2009-04-20,proposed,事務用品,,,,
0001-20090420-98-108-1-677,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-98-108-1-677,2,,,,,,,,,,191,仮払消費税等,account,debit,750,ISO4217:JPY,2009-04-20,tax,,,,,
0001-20090420-98-108-1-677,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090420-98-108-1-677,3,,,,,,,,,,322,未払金,account,credit,15750,ISO4217:JPY,2009-04-20,proposed,事務用品,,,,
0001-20090420-98-108-1-677,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090421-126-128-1-717,,,0001-20090421-126-128-1-717,entries,128-717,2008-08-19,manual,gj,General,126,,,,,,,,,,,,,
0001-20090421-126-128-1-717,1,,,,,,,,,,738,租税公課,account,debit,40000,ISO4217:JPY,2009-04-21,proposed,収入印紙,,,,
0001-20090421-126-128-1-717,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090421-126-128-1-717,2,,,,,,,,,,111,現金,account,credit,40000,ISO4217:JPY,2009-04-21,proposed,収入印紙,,,,
0001-20090421-126-128-1-717,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090421-160-129-1-719,,,0001-20090421-160-129-1-719,entries,129-719,2008-08-19,manual,gj,General,160,,,,,,,,,,,,,
0001-20090421-160-129-1-719,1,,,,,,,,,,726,旅費交通費,account,debit,66667,ISO4217:JPY,2009-04-21,proposed,出張旅費,,,,
0001-20090421-160-129-1-719,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090421-160-129-1-719,2,,,,,,,,,,191,仮払消費税等,account,debit,3333,ISO4217:JPY,2009-04-21,tax,,,,,
0001-20090421-160-129-1-719,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090421-160-129-1-719,3,,,,,,,,,,111,現金,account,credit,70000,ISO4217:JPY,2009-04-21,proposed,出張旅費,,,,
0001-20090421-160-129-1-719,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090421-25-126-1-713,,,0001-20090421-25-126-1-713,entries,126-713,2008-08-19,manual,gj,General,25,,,,,,,,,,,,,
0001-20090421-25-126-1-713,1,,,,,,,,,,726,旅費交通費,account,debit,53334,ISO4217:JPY,2009-04-21,proposed,旅費,,,,
0001-20090421-25-126-1-713,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090421-25-126-1-713,2,,,,,,,,,,191,仮払消費税等,account,debit,2666,ISO4217:JPY,2009-04-21,tax,,,,,
0001-20090421-25-126-1-713,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090421-25-126-1-713,3,,,,,,,,,,111,現金,account,credit,56000,ISO4217:JPY,2009-04-21,proposed,旅費,,,,
0001-20090421-25-126-1-713,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090421-59-127-1-715,,,0001-20090421-59-127-1-715,entries,127-715,2008-08-19,manual,gj,General,59,,,,,,,,,,,,,
0001-20090421-59-127-1-715,1,,,,,,,,,,726,旅費交通費,account,debit,28572,ISO4217:JPY,2009-04-21,proposed,旅費,,,,
0001-20090421-59-127-1-715,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090421-59-127-1-715,2,,,,,,,,,,191,仮払消費税等,account,debit,1428,ISO4217:JPY,2009-04-21,tax,,,,,
0001-20090421-59-127-1-715,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090421-59-127-1-715,3,,,,,,,,,,111,現金,account,credit,30000,ISO4217:JPY,2009-04-21,proposed,旅費,,,,
0001-20090421-59-127-1-715,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090422-104-134-1-729,,,0001-20090422-104-134-1-729,entries,134-729,2008-08-19,manual,gj,General,104,,,,,,,,,,,,,
0001-20090422-104-134-1-729,1,,,,,,,,,,733,交際接待費,account,debit,3172,ISO4217:JPY,2009-04-22,proposed,食事代　お好み焼きやきやき2名,,,,
