Module,#,Table,No.,Name,Datatype,Representation,Description,Level,Key,Ref Field,Ref Table,Kind,Dictionary Entry Name,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Occurrence Min,Occurrence Max,XBRL GL Taxonomy Element
Sales,36,SAL_Contracts_Details,2,Sales_Contract_Line_ID,String,%60s,The unique identifier for a sales contract line. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Sales Contract Line. ID,ADC,Sales Contract Line,,Identification,,Identifier,,,1,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Sales,36,SAL_Contracts_Details,3,Sales_Contract_Line_Number,String,%10s,"The number of a sales contract line. The number is usually generated by manual input or is system generated; for example, including contract ID, date and serial number.",2,,,,BBIE,ADC_ Sales Contract Line. Line_Number. Code,ADC,Sales Contract Line,,Line_Number,,Code,,,0,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Sales,36,SAL_Contracts_Details,4,Settlement_Organization_Code,String,%25s,"The unique code of the settlement organization. Both parties have settlement unit code, which is used to identify an organization for sales order settlement. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Sales Contract Line. Settlement Organization. ADC_ Business Segment,ADC,Sales Contract Line,,Settlement Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Sales,36,SAL_Contracts_Details,5,Dispatch_Organization_Code,String,%25s,The unique code of the dispatch organization. The dispatch unit refers to the unit who send out goods belonging to the seller. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Sales Contract Line. Dispatch Organization. ADC_ Business Segment,ADC,Sales Contract Line,,Dispatch Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Sales,36,SAL_Contracts_Details,6,,String,%75s,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,1,REF,Inventory_Product_ID,INV_Product,ASBIE,ADC_ Sales Contract Line. Corresponding. ADC_ Product,ADC,Sales Contract Line,,Corresponding,,,ADC,Product,1,1,gl-bus:measurableIDOther
Sales,36,SAL_Contracts_Details,7,,,,,1,,,,ASBIE,ADC_ Sales Contract Line. Sales_ Contract. ADC_ Measurement Quantity,ADC,Sales Contract Line,Sales,Contract,,,ADC,Measurement Quantity,1,1,
Sales,36,SAL_Contracts_Details,9,Tax_Exclude_Unit_Price,Decimal,%22.8f,The unit price (excluding tax) in transaction currency.,1,,,,BBIE,ADC_ Sales Contract Line. Tax Exclude Unit Price. Amount,ADC,Sales Contract Line,,Tax Exclude Unit Price,,Amount,,,0,1,
Sales,36,SAL_Contracts_Details,10,Tax_Include_Unit_Price,Decimal,%22.8f,The unit price (including tax) in transaction currency.,1,,,,BBIE,ADC_ Sales Contract Line. Tax Include Unit Price. Amount,ADC,Sales Contract Line,,Tax Include Unit Price,,Amount,,,0,1,
Sales,36,SAL_Contracts_Details,11,Tax_Exclude_Amount,Decimal,%22.4f,The amount (excluding tax) in transaction currency.,1,,,,BBIE,ADC_ Sales Contract Line. Tax Exclude. Amount,ADC,Sales Contract Line,,Tax Exclude,,Amount,,,0,1,
Sales,36,SAL_Contracts_Details,12,Tax_Include_Amount,Decimal,%22.4f,The amount (including tax) in transaction currency.,1,,,,BBIE,ADC_ Sales Contract Line. Tax Include. Amount,ADC,Sales Contract Line,,Tax Include,,Amount,,,0,1,
Sales,36,SAL_Contracts_Details,14,,,,,2,,,,ASBIE,ADC_ Sales Contract Line. Charged. ADC_ Transaction Tax,ADC,Sales Contract Line,,Charged,,,ADC,Transaction Tax,0,n,
Sales,36,SAL_Contracts_Details,21,Due_Date,Date,%10c,"The last requested delivery of products; for example, when an order is delivered in multiple batches, this field refers to the time for the delivery of the last batch.",1,,,,BBIE,ADC_ Sales Contract Line. Due. Date,ADC,Sales Contract Line,,Due,,Date,,,1,1,
Sales,36,SAL_Contracts_Details,22,Status,String,%30s,"The status of the sales contract. EXAMPLE New, save, submit and frozen.",2,,,,BBIE,ADC_ Sales Contract Line. Status,ADC,Sales Contract Line,,Status,,Text,,,0,1,
Sales,36,SAL_Contracts_Details,23,,,,,1,,,,ASBIE,ADC_ Sales Contract Line. X. ADC_ Business Segment,ADC,Sales Contract Line,,X,,,ADC,Business Segment,0,n,
Sales,37,SAL_Orders,0,,,,"Table 76 contains summary information of sales orders pertinent to orders placed during the period under review. Sales orders are included in the three-way match procedures, which control the decision process for AR entries. The file will record for each sales order.",,,,,ABIE,ADC_ Sales Order. Details,ADC,Sales Order,,,,,,,,,
Sales,37,SAL_Orders,1,Sales_Order_ID,String,%100s,The unique identifier for the sales order. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Sales Order. ID,ADC,Sales Order,,Identification,,Identifier,,,1,1,"gl-cor:documentReference with gl-cor:documentType = ""order- customer"""
Sales,37,SAL_Orders,2,Sales_Order_Number,String,%100s,The number of the sales order. This number is generated either by manual input or by the system.,1,,,,BBIE,ADC_ Sales Order. Sales Order Number. Code,ADC,Sales Order,,Sales Order Number,,Code,,,0,1,gl-cor:documentNumber
Sales,37,PPE_Depreciation,3,Fiscal_Year,String,%4c,"Accounting period in which the Sales_Order_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",1,REF,Fiscal_Year,BAS_Accounting_Period,RFBIE,ADC_ Sales Order. Fiscal Year. ADC_ Accounting Period,ADC,Sales Order,,Fiscal Year,,,ADC,Accounting Period,0,1,gl-bus:fiscalYearEnd
Sales,37,PPE_Depreciation,4,Accounting_Period,String,%15s,"Accounting period in which the Sales_Order_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",1,REF,Accounting_Period,BAS_Accounting_Period,RFBIE,ADC_ Sales Order. Accounting Period. ADC_ Accounting Period,ADC,Sales Order,,Accounting Period,,,ADC,Accounting Period,0,1,gl-bus:postingCode
Sales,37,SAL_Orders,5,Sales_Order_Type_Name,String,%80s,"The name of the order in sales activities. The types of sales orders are usually allocated by users of the system according to different business needs; for example, some enterprises will be configured as non-contract orders, trial orders, factory orders and store orders.",1,,,,BBIE,ADC_ Sales Order. Sales Order Name,ADC,Sales Order,,Sales Order Name,,Name,,,0,1,
Sales,37,SAL_Orders,6,Sales_Order_Date,Date,%10c,"The date of signing the sales order. It is the effective date of the sales order, not the system created date. The sales order of a certain period is counted based on the effective date.",1,,,,BBIE,ADC_ Sales Order. Order Date,ADC,Sales Order,,Order Date,,Date,,,1,1,gl-cor:documentDate
Sales,37,SAL_Orders,7,Sales_Organization_Code,String,%25s,The unique code of the sales organization which signed the order. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Sales Order. Sales Organization. ADC_ Business Segment,ADC,Sales Order,,Sales Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Sales,37,SAL_Orders,8,Salesperson_ID,String,%60s,The unique identifier for the salesperson. Shall match the Employee_ID in the BAS_Employee table.,2,REF,Employee_ID,BAS_Employee,RFBIE,ADC_ Sales Order. Salesperson. ADC_ Employee,ADC,Sales Order,,Salesperson,,,ADC,Employee,0,1,
Sales,37,SAL_Orders,9,Customer_Account_ID,String,%100s,The unique identifier for the receiving customer. Typically autogenerated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,1,REF,Customer_Account_ID,BAS_Customer,RFBIE,ADC_ Sales Order. Receiving. ADC_ Customer,ADC,Sales Order,,Receiving,,,ADC,Customer,0,1,"gl-cor:identifierCode with gl-cor:identifierType = ""customer"""
Sales,37,SAL_Orders,10,Settlement_Method_Code,String,%60s,"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",1,REF,Settlement_Method_Code,BAS_Settlement_Method,RFBIE,ADC_ Sales Order. Settlement Method. ADC_ Settlement Method,ADC,Sales Order,,Settlement Method,,,ADC,Settlement Method,0,1,
Sales,37,SAL_Orders,11,Payment_Term_Code,String,%80s,"The code of the payment term. Shall match the Payment_Term_Code in the BAS_Payment_Term table; for example, cash on delivery, payment 30 days after delivery date.",1,REF,Payment_Term_Code,BAS_Payment_Term,RFBIE,ADC_ Sales Order. Payment Term. ADC_ Payment Term,ADC,Sales Order,,Payment Term,,,ADC,Payment Term,0,1,
Sales,37,SAL_Orders,12,Order_Transaction_Amount,,,The sales monetary amount recorded in transaction currency.,1,,,,BBIE,ADC_ Sales Order. Order. ADC_ Transaction Currency Amount,ADC,Sales Order,,Order,Transaction,Amount,ADC,Transaction Currency Amount,0,1,
Sales,37,SAL_Orders,14,,,,,1,,,,ASBIE,ADC_ Sales Order. Recorded. ADC_ User Activity,ADC,Sales Order,,Recorded,,,ADC,User Activity,0,n,
Sales,37,SAL_Orders,23,Status,String,%30s,"The status of the sales order. EXAMPLE The order has been shipped (goods on the way), the order has been collected, and the order has been completed.",2,,,,BBIE,ADC_ Sales Order. Status,ADC,Sales Order,,Status,,Text,,,0,1,
Sales,37,SAL_Orders,24,Remark,String,%500s,Freeform text description.,1,,,,BBIE,ADC_ Sales Order. Remark,ADC,Sales Order,,Remark,,Text,,,0,1,gl-cor:entryComment
Sales,37,SAL_Orders,25,,,,,1,,,,ASBIE,ADC_ Sales Order. X. ADC_ Business Segment,ADC,Sales Order,,X,,,ADC,Business Segment,0,n,
Sales,37,SAL_Orders,26,,,,,,,,,ASBIE,ADC_ Sales Order. Lines. ADC_ Sales Order Line,ADC,Sales Order,,Lines,,,ADC,Sales Order Line,1,n,
Sales,38,SAL_Orders_Details,0,,,,"Line item details for sales orders are contained in Table 78. Each line includes product, quantity, due date, price per unit, trading amount and settlement organization. The file will record for each sales order line item. Multiple types of products may be presented in one sales order. Additionally, different shippers and settlement organization may be assigned by each order line.",,,,,ABIE,ADC_ Sales Order Line. Details,ADC,Sales Order Line,,,,,,,,,
Sales,38,SAL_Orders_Details,2,Sales_Order_Line_ID,String,%60s,The unique identifier for a sales order line. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Sales Order Line. ID,ADC,Sales Order Line,,Identification,,Identifier,,,1,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Sales,38,SAL_Orders_Details,3,Sales_Order_Line_Number,String,%10s,The line number of the sales order. This number is generated either by manual input or by the system.,1,,,,BBIE,ADC_ Sales Order Line. Line_Number. Code,ADC,Sales Order Line,,Line_Number,,Code,,,0,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Sales,38,SAL_Orders_Details,4,Sales_Contract_ID,String,%60s,The unique identifier for the sales contract. Typically auto-generated by the system. May be set to NULL if there is no sales contract. Otherwise shall match the Sales_Contract_ID in the SAL_Contracts_Details table.,1,REF,Sales_Contract_ID,SAL_Contracts_Details,RFBIE,ADC_ Sales Order Line. Detail to Summary. ADC_ Sales Contract,ADC,Sales Order Line,,Detail to Summary,,,ADC,Sales Contract,0,1,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."
Sales,38,SAL_Orders_Details,5,Sales_Contract_Line_ID,String,%60s,The unique identifier for a sales contract line. Typically auto-generated by the system. Shall match the Sales_Contract_Line_ID in the SAL_Contracts_Details table.,1,REF,Sales_Contract_Line_ID,SAL_Contracts_Details,RFBIE,ADC_ Sales Order Line. Corresponding. ADC_ Sales Contract Line,ADC,Sales Order Line,,Corresponding,,,ADC,Sales Contract Line,0,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Sales,38,SAL_Orders_Details,6,,,,,1,,,,ASBIE,ADC_ Sales Order Line. Payer. ADC_ User,ADC,Sales Order Line,,Payer,,,ADC,User,0,1,
Sales,38,SAL_Orders_Details,7,Settlement_Organization_Code,String,%25s,"The unique code of the settlement organization. Both parties have settlement unit code, which is used to identify an organization for sales order settlement. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Sales Order Line. Settlement Organization. ADC_ Business Segment,ADC,Sales Order Line,,Settlement Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Sales,38,SAL_Orders_Details,8,Dispatch_Organization_Code,String,%25s,The unique code of the dispatch organization. The dispatch unit refers to the unit who sends out goods unit belonging to the seller. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Sales Order Line. Dispatch Organization. ADC_ Business Segment,ADC,Sales Order Line,,Dispatch Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Sales,38,SAL_Orders_Details,9,Due_Date,Date,%10c,"The last requested delivery of products. When an order is delivered in multiple batches, this field refers to the time for the delivery of the last batch.",1,,,,BBIE,ADC_ Sales Order Line. Due. Date,ADC,Sales Order Line,,Due,,Date,,,0,1,
Sales,38,SAL_Orders_Details,10,Basic_UOM_Quantity,Decimal,%22.4f,The quantity by basic measurement unit.,1,,,,BBIE,ADC_ Sales Order Line. Basic Unit Of Measure Quantity. ADC_ Measurement Unit,ADC,Sales Order Line,Basic Unit Of Measure,Quantity,,Quantity,ADC,Measurement Unit,0,1,gl-bus:measurableUnitOfMeasure
Sales,38,SAL_Orders_Details,12,Sales_Order_Line_Quantity,Decimal,%22.4f,The quantity of the sales order line by the measurement unit in sales order line.,1,,,,BBIE,ADC_ Sales Order Line. Quantity. ADC_ Measurement Quantity,ADC,Sales Order Line,,Quantity,,Quantity,ADC,Measurement Quantity,0,1,gl-bus:measurableQuantity
Sales,38,SAL_Orders_Details,14,Tax_Exclude_Unit_Price,Decimal,%22.8f,The unit price (excluding tax) in transaction currency.,1,,,,BBIE,ADC_ Sales Order Line. Tax Exclude Unit Price. Amount,ADC,Sales Order Line,,Tax Exclude Unit Price,,Amount,,,0,1,gl-bus:measurableCostPerUnit
Sales,38,SAL_Orders_Details,15,Tax_Include_Unit_Price,Decimal,%22.8f,The unit price (including tax) in transaction currency.,1,,,,BBIE,ADC_ Sales Order Line. Tax Include Unit Price. Amount,ADC,Sales Order Line,,Tax Include Unit Price,,Amount,,,0,1,gl-bus:measurableCostPerUnit
Sales,38,SAL_Orders_Details,16,Tax_Exclude_Amount,,,The amount (excluding tax) in transaction currency.,1,,,,BBIE,ADC_ Sales Order Line. Tax Exclude. ADC_ Transaction Currency Amount,ADC,Sales Order Line,,Tax Exclude,Transaction,Amount,ADC,Transaction Currency Amount,0,1,
Sales,38,SAL_Orders_Details,17,Tax_Include_Amount,,,The amount (including tax) in transaction currency.,1,,,,BBIE,ADC_ Sales Order Line. Tax Include. ADC_ Transaction Currency Amount,ADC,Sales Order Line,,Tax Include,Transaction,Amount,ADC,Transaction Currency Amount,0,1,
Sales,38,SAL_Orders_Details,19,,,,,2,,,,ASBIE,ADC_ Sales Order Line. Charged. ADC_ Transaction Tax,ADC,Sales Order Line,,Charged,,,ADC,Transaction Tax,0,n,
Sales,38,SAL_Orders_Details,26,,String,%75s,The unique identifier for the sales product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,1,REF,Inventory_Product_ID,INV_Product,ASBIE,ADC_ Sales Order Line. Corresponding. ADC_ Product,ADC,Sales Order Line,,Corresponding,,,ADC,Product,0,1,gl-bus:measurableIDOther
