d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A027-002,I,A026-A076-001,A026-A076-002,A026-A076-003,A025-A001-001,A025-A001-002,A025-A001-003,P,Q,R,S,A026-014,A026-012,A026-011,A025-009,A025-002,Y,A026-003,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-013,AM,A026-010,A026-A001-001,A026-A001-002,A026-A001-003,A026-A001-004,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,debit,4952614,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月1日～09年4月30日分売上,28,かめだﾃﾞﾊﾟｰﾄ,,customer,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,511,Sales,account,,,,credit,4716787,ISO4217:JPY,2009-04-30,proposed,MerchandiseSalesGross,09年4月1日～09年4月30日分売上,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,335,Provisional receipt consumption tax,account,,,,credit,235827,ISO4217:JPY,2009-04-30,tax,SuspenseReceiptConsumptionTaxes,,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,debit,25704,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月1日～09年4月30日分売上,28,かめだﾃﾞﾊﾟｰﾄ,,customer,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,521,Sales discount amount,account,,,,credit,24480,ISO4217:JPY,2009-04-30,proposed,MerchandiseSalesReturnsAllowances,09年4月1日～09年4月30日分売上,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,335,Provisional receipt consumption tax,account,,,,credit,1224,ISO4217:JPY,2009-04-30,tax,SuspenseReceiptConsumptionTaxes,,,,,,
0001-20090430-279-221-1-903,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,,,,entries,222-905,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:03,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,280,standard,,,,,,,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,debit,1550039,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月1日～09年4月30日分売上,1,五越㈱,,customer,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,511,Sales,account,,,,credit,1476232,ISO4217:JPY,2009-04-30,proposed,MerchandiseSalesGross,09年4月1日～09年4月30日分売上,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,335,Provisional receipt consumption tax,account,,,,credit,73807,ISO4217:JPY,2009-04-30,tax,SuspenseReceiptConsumptionTaxes,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,debit,1135806,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月1日～09年4月30日分売上,14,㈱藤田,,customer,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,511,Sales,account,,,,credit,1081720,ISO4217:JPY,2009-04-30,proposed,MerchandiseSalesGross,09年4月1日～09年4月30日分売上,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,335,Provisional receipt consumption tax,account,,,,credit,54086,ISO4217:JPY,2009-04-30,tax,SuspenseReceiptConsumptionTaxes,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,debit,1093537,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月1日～09年4月30日分売上,22,㈱渡辺産業,,customer,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,511,Sales,account,,,,credit,1041464,ISO4217:JPY,2009-04-30,proposed,MerchandiseSalesGross,09年4月1日～09年4月30日分売上,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,335,Provisional receipt consumption tax,account,,,,credit,52073,ISO4217:JPY,2009-04-30,tax,SuspenseReceiptConsumptionTaxes,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,debit,479493,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月1日～09年4月30日分売上,29,㈱千代ｻｰﾋﾞｽ,,customer,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,511,Sales,account,,,,credit,456660,ISO4217:JPY,2009-04-30,proposed,MerchandiseSalesGross,09年4月1日～09年4月30日分売上,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,335,Provisional receipt consumption tax,account,,,,credit,22833,ISO4217:JPY,2009-04-30,tax,SuspenseReceiptConsumptionTaxes,,,,,,
0001-20090430-280-222-1-905,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Kyushu,50,Department,,,,,,,,,,,,
0001-20090430-281-223-1-907,,,,entries,223-907,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:03,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,281,standard,,,,,,,,,,,,,,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,131,Ordinary deposit,account,,,,debit,2874761,ISO4217:JPY,2009-04-30,proposed,OrdinaryDeposit,09年4月30日伝票No204マークマーケット,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Mitsubishi Tokyo Bank Umeda,40,Sub account,,,,,,,,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,2874761,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月30日伝票No204マークマーケット,4,ﾏｰｸﾏｰｹｯﾄ,,customer,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,741,Bank transaction fee,account,,,,debit,800,ISO4217:JPY,2009-04-30,proposed,CommissionExpense,09年4月30日伝票No204マークマーケット,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,40,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Osaka,40,Department,,,,,,,,,,,,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,840,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月30日伝票No204マークマーケット,4,ﾏｰｸﾏｰｹｯﾄ,,customer,
0001-20090430-281-223-1-907,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-282-224-1-909,,,,entries,224-909,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:03,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,282,standard,,,,,,,,,,,,,,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,131,Ordinary deposit,account,,,,debit,4014481,ISO4217:JPY,2009-04-30,proposed,OrdinaryDeposit,09年4月30日伝票No205株式会社　ＡＢＣ,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Hokkaido station square,10,Sub account,,,,,,,,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,4014481,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月30日伝票No205株式会社　ＡＢＣ,5,㈱ABC,,customer,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,741,Bank transaction fee,account,,,,debit,800,ISO4217:JPY,2009-04-30,proposed,CommissionExpense,09年4月30日伝票No205株式会社　ＡＢＣ,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,40,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,840,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月30日伝票No205株式会社　ＡＢＣ,5,㈱ABC,,customer,
0001-20090430-282-224-1-909,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-283-225-1-911,,,,entries,225-911,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:03,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,283,standard,,,,,,,,,,,,,,,,,,
0001-20090430-283-225-1-911,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,150,Bills recivable,account,,,,debit,11435166,ISO4217:JPY,2009-04-30,proposed,NotesReceivableGross,09年4月30日伝票No206もみじデパート,,,,,
0001-20090430-283-225-1-911,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-283-225-1-911,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,152,Accounts receivable,account,,,,credit,11435166,ISO4217:JPY,2009-04-30,proposed,AccountsReceivableTradeGross,09年4月30日伝票No206もみじデパート,12,もみじﾃﾞﾊﾟｰﾄ,,customer,
0001-20090430-283-225-1-911,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-284-226-1-913,,,,entries,226-913,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:03,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,284,standard,,,,,,,,,,,,,,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,541,Product purchase amount,account,,,,debit,177120,ISO4217:JPY,2009-04-30,proposed,CostMerchandisePurchaseMerchandiseGross,09年4月1日～09年4月30日分仕入,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,8855,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,312,Accounts payable,account,,,,credit,185975,ISO4217:JPY,2009-04-30,proposed,NotesPayableCustomerTradeAccountsPayable,09年4月1日～09年4月30日分仕入,2,㈱Pole,,vendor,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,541,Product purchase amount,account,,,,debit,22560,ISO4217:JPY,2009-04-30,proposed,CostMerchandisePurchaseMerchandiseGross,09年4月1日～09年4月30日分仕入,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1128,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo,10,Department,,,,,,,,,,,,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,312,Accounts payable,account,,,,credit,23688,ISO4217:JPY,2009-04-30,proposed,NotesPayableCustomerTradeAccountsPayable,09年4月1日～09年4月30日分仕入,8,㈱山下,,vendor,
0001-20090430-284-226-1-913,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,,,,entries,227-915,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,ISO693:ja,,pca,2012-12-26T17:38:03,1,Example Co.,,Example Co.,"1-2-21 Fujimi, Chiyoda-ku, Tokyo",102-8171,Japan,2008-08-19,manual,gj,General,285,standard,,,,,,,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,541,Product purchase amount,account,,,,debit,1203488,ISO4217:JPY,2009-04-30,proposed,CostMerchandisePurchaseMerchandiseGross,09年4月1日～09年4月30日分仕入,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,60164,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,312,Accounts payable,account,,,,credit,1263652,ISO4217:JPY,2009-04-30,proposed,NotesPayableCustomerTradeAccountsPayable,09年4月1日～09年4月30日分仕入,13,ﾅｶﾑﾗ産業㈱,,vendor,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,541,Product purchase amount,account,,,,debit,5744680,ISO4217:JPY,2009-04-30,proposed,CostMerchandisePurchaseMerchandiseGross,09年4月1日～09年4月30日分仕入,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,287189,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,312,Accounts payable,account,,,,credit,6031869,ISO4217:JPY,2009-04-30,proposed,NotesPayableCustomerTradeAccountsPayable,09年4月1日～09年4月30日分仕入,1,㈱Y2,,vendor,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,541,Product purchase amount,account,,,,debit,3913864,ISO4217:JPY,2009-04-30,proposed,CostMerchandisePurchaseMerchandiseGross,09年4月1日～09年4月30日分仕入,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,195684,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,312,Accounts payable,account,,,,credit,4109548,ISO4217:JPY,2009-04-30,proposed,NotesPayableCustomerTradeAccountsPayable,09年4月1日～09年4月30日分仕入,11,㈱まつむら,,vendor,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,541,Product purchase amount,account,,,,debit,307440,ISO4217:JPY,2009-04-30,proposed,CostMerchandisePurchaseMerchandiseGross,09年4月1日～09年4月30日分仕入,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,15372,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,312,Accounts payable,account,,,,credit,322812,ISO4217:JPY,2009-04-30,proposed,NotesPayableCustomerTradeAccountsPayable,09年4月1日～09年4月30日分仕入,12,㈱有江,,vendor,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,541,Product purchase amount,account,,,,debit,2776288,ISO4217:JPY,2009-04-30,proposed,CostMerchandisePurchaseMerchandiseGross,09年4月1日～09年4月30日分仕入,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,138792,ISO4217:JPY,2009-04-30,tax,SuspenseAccountPaymentConsumptionTaxes,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo,20,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,312,Accounts payable,account,,,,credit,2915080,ISO4217:JPY,2009-04-30,proposed,NotesPayableCustomerTradeAccountsPayable,09年4月1日～09年4月30日分仕入,3,㈱ﾁｪｯｸ,,vendor,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,/cor:account/cor:accountSub,,,,,,,,,,,,,,,,,,,,,,,,,Common to all department,0,Department,,,,,,,,,,,,
0001-20090430-285-227-1-915,/cor:entryHeader/cor:entryDetail,,,,,,,,,,,,,,,,,,,,,,,312,Accounts payable,account,,,,credit,2584863,ISO4217:JPY,2009-04-30,proposed,NotesPayableCustomerTradeAccountsPayable,09年4月1日～09年4月30日分仕入,14,(同)ｳｪｽﾄ,,vendor,
