d_A025,d_A026,d_A001,A026-A076-001,A026-A076-002,A026-014,A026-012,A026-011,A025-009,A026-A009-001,A026-A009-002,A026-A009-005,A026-A009-003,A026-A009-007,A026-A009-006,A026-027,A026-A089-001,A026-A089-002,A026-006,A026-010,A026-A001-001,A026-A001-002,A026-A001-003
0001-20090630-82-672-1-1805,4,,,,,,,,737,Supplies expense,account,,,,debit,25857,ISO4217:JPY,2009-06-30,,,,
0001-20090630-82-672-1-1805,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-82-672-1-1805,5,,,,,,,,737,Supplies expense,account,,,,debit,62057,ISO4217:JPY,2009-06-30,,,,
0001-20090630-82-672-1-1805,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-82-672-1-1805,6,,,,,,,,737,Supplies expense,account,,,,debit,18100,ISO4217:JPY,2009-06-30,,,,
0001-20090630-82-672-1-1805,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-84-673-1-1807,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090630-84-673-1-1807,1,,,,,,,,740,Vehicle costs,account,,,,debit,3249,ISO4217:JPY,2009-06-30,ガソリン代,,,
0001-20090630-84-673-1-1807,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-84-673-1-1807,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,162,ISO4217:JPY,2009-06-30,,,,
0001-20090630-84-673-1-1807,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-84-673-1-1807,3,,,,,,,,111,Cash,account,,,,credit,3411,ISO4217:JPY,2009-06-30,ガソリン代,,,
0001-20090630-84-673-1-1807,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090630-92-674-1-1809,1,,,,,,,,713,Bonus,account,,,,debit,1570000,ISO4217:JPY,2009-06-30,6月BonusOthers,,,
0001-20090630-92-674-1-1809,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,2,,,,,,,,131,Ordinary deposit,account,,,,credit,1246323,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,3,,,,,,,,326,Deposit,account,,,,credit,185182,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,4,,,,,,,,326,Deposit,account,,,,credit,129075,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,4,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,5,,,,,,,,326,Deposit,account,,,,credit,9420,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,5,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,6,,,,,,,,713,Bonus,account,,,,debit,660000,ISO4217:JPY,2009-06-30,6月BonusOthers,,,
0001-20090630-92-674-1-1809,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,7,,,,,,,,131,Ordinary deposit,account,,,,credit,526495,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,7,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,7,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,8,,,,,,,,326,Deposit,account,,,,credit,77070,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,8,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,8,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,9,,,,,,,,326,Deposit,account,,,,credit,52475,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,9,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,9,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,10,,,,,,,,326,Deposit,account,,,,credit,3960,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,10,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,10,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,11,,,,,,,,713,Bonus,account,,,,debit,616000,ISO4217:JPY,2009-06-30,6月BonusOthers,,,
0001-20090630-92-674-1-1809,11,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,12,,,,,,,,131,Ordinary deposit,account,,,,credit,492891,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,12,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,12,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,13,,,,,,,,326,Deposit,account,,,,credit,72997,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,13,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,13,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,14,,,,,,,,326,Deposit,account,,,,credit,46416,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,14,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,14,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,15,,,,,,,,326,Deposit,account,,,,credit,3696,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,15,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,15,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,16,,,,,,,,713,Bonus,account,,,,debit,722000,ISO4217:JPY,2009-06-30,6月BonusOthers,,,
0001-20090630-92-674-1-1809,16,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,17,,,,,,,,131,Ordinary deposit,account,,,,credit,570872,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,17,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,17,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,18,,,,,,,,326,Deposit,account,,,,credit,84304,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,18,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,18,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,19,,,,,,,,326,Deposit,account,,,,credit,62492,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,19,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,19,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,20,,,,,,,,326,Deposit,account,,,,credit,4332,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,20,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,20,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,21,,,,,,,,713,Bonus,account,,,,debit,474000,ISO4217:JPY,2009-06-30,6月BonusOthers,,,
0001-20090630-92-674-1-1809,21,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,22,,,,,,,,131,Ordinary deposit,account,,,,credit,376270,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,22,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,22,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,23,,,,,,,,326,Deposit,account,,,,credit,54135,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,23,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,23,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,24,,,,,,,,326,Deposit,account,,,,credit,40751,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,24,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,24,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,25,,,,,,,,326,Deposit,account,,,,credit,2844,ISO4217:JPY,2009-06-30,6月賞与Others,,,
0001-20090630-92-674-1-1809,25,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-92-674-1-1809,25,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-93-675-1-1811,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090630-93-675-1-1811,1,,,,,,,,322,Credit card accounts payable,account,,,,debit,7263732,ISO4217:JPY,2009-06-30,5月分支払,,,
0001-20090630-93-675-1-1811,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-93-675-1-1811,2,,,,,,,,131,Ordinary deposit,account,,,,credit,7263732,ISO4217:JPY,2009-06-30,5月分支払,,,
0001-20090630-93-675-1-1811,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-93-675-1-1811,2,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-96-676-1-1813,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090630-96-676-1-1813,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,21400,ISO4217:JPY,2009-06-30,警備料,,,
0001-20090630-96-676-1-1813,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-96-676-1-1813,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1070,ISO4217:JPY,2009-06-30,,,,
0001-20090630-96-676-1-1813,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-96-676-1-1813,3,,,,,,,,131,Ordinary deposit,account,,,,credit,22470,ISO4217:JPY,2009-06-30,警備料,,,
0001-20090630-96-676-1-1813,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-96-676-1-1813,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-99-677-1-1815,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090630-99-677-1-1815,1,,,,,,,,731,Fare,account,,,,debit,583267,ISO4217:JPY,2009-06-30,Fare,,,
0001-20090630-99-677-1-1815,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-99-677-1-1815,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,29163,ISO4217:JPY,2009-06-30,,,,
0001-20090630-99-677-1-1815,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090630-99-677-1-1815,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,612430,ISO4217:JPY,2009-06-30,運賃,,,
0001-20090630-99-677-1-1815,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-116-714-1-1889,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090701-116-714-1-1889,1,,,,,,,,744,Lease fee,account,,,,debit,80000,ISO4217:JPY,2009-07-01,Lease fee,,,
0001-20090701-116-714-1-1889,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-116-714-1-1889,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,4000,ISO4217:JPY,2009-07-01,,,,
0001-20090701-116-714-1-1889,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-116-714-1-1889,3,,,,,,,,131,Ordinary deposit,account,,,,credit,84000,ISO4217:JPY,2009-07-01,リース料,,,
0001-20090701-116-714-1-1889,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-116-714-1-1889,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-56-710-1-1881,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090701-56-710-1-1881,1,,,,,,,,726,Travel expenses,account,,,,debit,18858,ISO4217:JPY,2009-07-01,旅費,,,
0001-20090701-56-710-1-1881,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-56-710-1-1881,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,942,ISO4217:JPY,2009-07-01,,,,
0001-20090701-56-710-1-1881,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-56-710-1-1881,3,,,,,,,,111,Cash,account,,,,credit,19800,ISO4217:JPY,2009-07-01,旅費,,,
0001-20090701-56-710-1-1881,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-66-711-1-1883,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090701-66-711-1-1883,1,,,,,,,,744,Lease fee,account,,,,debit,199858,ISO4217:JPY,2009-07-01,Lease fee,,,
0001-20090701-66-711-1-1883,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-66-711-1-1883,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,9992,ISO4217:JPY,2009-07-01,,,,
0001-20090701-66-711-1-1883,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-66-711-1-1883,3,,,,,,,,131,Ordinary deposit,account,,,,credit,209850,ISO4217:JPY,2009-07-01,リース料,,,
0001-20090701-66-711-1-1883,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-66-711-1-1883,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-70-712-1-1885,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090701-70-712-1-1885,1,,,,,,,,791,Miscellaneous expenses,account,,,,debit,437,ISO4217:JPY,2009-07-01,電池代,,,
0001-20090701-70-712-1-1885,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-70-712-1-1885,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,21,ISO4217:JPY,2009-07-01,,,,
0001-20090701-70-712-1-1885,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-70-712-1-1885,3,,,,,,,,111,Cash,account,,,,credit,458,ISO4217:JPY,2009-07-01,電池代,,,
0001-20090701-70-712-1-1885,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-79-713-1-1887,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090701-79-713-1-1887,1,,,,,,,,724,Welfare expense,account,,,,debit,33407,ISO4217:JPY,2009-07-01,景品代,,,
0001-20090701-79-713-1-1887,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-79-713-1-1887,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1670,ISO4217:JPY,2009-07-01,,,,
0001-20090701-79-713-1-1887,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090701-79-713-1-1887,3,,,,,,,,111,Cash,account,,,,credit,35077,ISO4217:JPY,2009-07-01,景品代,,,
0001-20090701-79-713-1-1887,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090702-142-716-1-1893,1,,,,,,,,740,Vehicle costs,account,,,,debit,2458,ISO4217:JPY,2009-07-02,洗車代,,,
0001-20090702-142-716-1-1893,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,122,ISO4217:JPY,2009-07-02,,,,
0001-20090702-142-716-1-1893,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,3,,,,,,,,111,Cash,account,,,,credit,25411,ISO4217:JPY,2009-07-02,洗車代,,,
0001-20090702-142-716-1-1893,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,4,,,,,,,,740,Vehicle costs,account,,,,debit,6229,ISO4217:JPY,2009-07-02,ガソリン代,,,
0001-20090702-142-716-1-1893,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,311,ISO4217:JPY,2009-07-02,,,,
0001-20090702-142-716-1-1893,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,6,,,,,,,,740,Vehicle costs,account,,,,debit,3086,ISO4217:JPY,2009-07-02,高速代,,,
0001-20090702-142-716-1-1893,6,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,7,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,154,ISO4217:JPY,2009-07-02,,,,
0001-20090702-142-716-1-1893,7,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,8,,,,,,,,740,Vehicle costs,account,,,,debit,477,ISO4217:JPY,2009-07-02,高速代,,,
0001-20090702-142-716-1-1893,8,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,9,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,23,ISO4217:JPY,2009-07-02,,,,
0001-20090702-142-716-1-1893,9,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,10,,,,,,,,740,Vehicle costs,account,,,,debit,8097,ISO4217:JPY,2009-07-02,高速代,,,
0001-20090702-142-716-1-1893,10,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,11,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,404,ISO4217:JPY,2009-07-02,,,,
0001-20090702-142-716-1-1893,11,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,12,,,,,,,,740,Vehicle costs,account,,,,debit,3858,ISO4217:JPY,2009-07-02,ガソリン代,,,
0001-20090702-142-716-1-1893,12,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-142-716-1-1893,13,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,192,ISO4217:JPY,2009-07-02,,,,
0001-20090702-142-716-1-1893,13,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-151-717-1-1895,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090702-151-717-1-1895,1,,,,,,,,733,Entertainment expenses,account,,,,debit,6143,ISO4217:JPY,2009-07-02,食事代　ダイニング彩2名,,,
0001-20090702-151-717-1-1895,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-151-717-1-1895,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,307,ISO4217:JPY,2009-07-02,,,,
0001-20090702-151-717-1-1895,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-151-717-1-1895,3,,,,,,,,111,Cash,account,,,,credit,15807,ISO4217:JPY,2009-07-02,食事代　ダイニング彩2名,,,
0001-20090702-151-717-1-1895,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-151-717-1-1895,4,,,,,,,,733,Entertainment expenses,account,,,,debit,8912,ISO4217:JPY,2009-07-02,食事代　イタリアンレストランペンネ4名,,,
0001-20090702-151-717-1-1895,4,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-151-717-1-1895,5,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,445,ISO4217:JPY,2009-07-02,,,,
0001-20090702-151-717-1-1895,5,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-32-715-1-1891,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090702-32-715-1-1891,1,,,,,,,,754,Office consumables expenses,account,,,,debit,2127,ISO4217:JPY,2009-07-02,事務用品費,,,
0001-20090702-32-715-1-1891,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-32-715-1-1891,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,106,ISO4217:JPY,2009-07-02,,,,
0001-20090702-32-715-1-1891,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090702-32-715-1-1891,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,2233,ISO4217:JPY,2009-07-02,事務用品費,,,
0001-20090702-32-715-1-1891,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-134-720-1-1901,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090703-134-720-1-1901,1,,,,,,,,754,Office consumables expenses,account,,,,debit,13124,ISO4217:JPY,2009-07-03,用紙,,,
0001-20090703-134-720-1-1901,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-134-720-1-1901,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,656,ISO4217:JPY,2009-07-03,,,,
0001-20090703-134-720-1-1901,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-134-720-1-1901,3,,,,,,,,111,Cash,account,,,,credit,13780,ISO4217:JPY,2009-07-03,用紙,,,
0001-20090703-134-720-1-1901,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-19-718-1-1897,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090703-19-718-1-1897,1,,,,,,,,726,Travel expenses,account,,,,debit,9953,ISO4217:JPY,2009-07-03,旅費,,,
0001-20090703-19-718-1-1897,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-19-718-1-1897,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,497,ISO4217:JPY,2009-07-03,,,,
0001-20090703-19-718-1-1897,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-19-718-1-1897,3,,,,,,,,111,Cash,account,,,,credit,10450,ISO4217:JPY,2009-07-03,旅費,,,
0001-20090703-19-718-1-1897,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-80-719-1-1899,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090703-80-719-1-1899,1,,,,,,,,726,Travel expenses,account,,,,debit,6191,ISO4217:JPY,2009-07-03,タクシー代,,,
0001-20090703-80-719-1-1899,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-80-719-1-1899,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,309,ISO4217:JPY,2009-07-03,,,,
0001-20090703-80-719-1-1899,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090703-80-719-1-1899,3,,,,,,,,111,Cash,account,,,,credit,6500,ISO4217:JPY,2009-07-03,タクシー代,,,
0001-20090703-80-719-1-1899,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-10-721-1-1903,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090704-10-721-1-1903,1,,,,,,,,740,Vehicle costs,account,,,,debit,6972,ISO4217:JPY,2009-07-04,ガソリン代,,,
0001-20090704-10-721-1-1903,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-10-721-1-1903,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,348,ISO4217:JPY,2009-07-04,,,,
0001-20090704-10-721-1-1903,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-10-721-1-1903,3,,,,,,,,111,Cash,account,,,,credit,7320,ISO4217:JPY,2009-07-04,ガソリン代,,,
0001-20090704-10-721-1-1903,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-41-722-1-1905,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090704-41-722-1-1905,1,,,,,,,,733,Entertainment expenses,account,,,,debit,12000,ISO4217:JPY,2009-07-04,結婚式会費,,,
0001-20090704-41-722-1-1905,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-41-722-1-1905,2,,,,,,,,111,Cash,account,,,,credit,12000,ISO4217:JPY,2009-07-04,結婚式会費,,,
0001-20090704-41-722-1-1905,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-73-723-1-1907,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090704-73-723-1-1907,1,,,,,,,,733,Entertainment expenses,account,,,,debit,13934,ISO4217:JPY,2009-07-04,飲食代　カフェモントレ,,,
0001-20090704-73-723-1-1907,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-73-723-1-1907,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,696,ISO4217:JPY,2009-07-04,,,,
0001-20090704-73-723-1-1907,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-73-723-1-1907,3,,,,,,,,111,Cash,account,,,,credit,14630,ISO4217:JPY,2009-07-04,飲食代　カフェモントレ,,,
0001-20090704-73-723-1-1907,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-82-724-1-1909,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090704-82-724-1-1909,1,,,,,,,,740,Vehicle costs,account,,,,debit,18000,ISO4217:JPY,2009-07-04,ガソリン代,,,
0001-20090704-82-724-1-1909,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-82-724-1-1909,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,900,ISO4217:JPY,2009-07-04,,,,
0001-20090704-82-724-1-1909,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090704-82-724-1-1909,3,,,,,,,,322,Credit card accounts payable,account,,,,credit,18900,ISO4217:JPY,2009-07-04,ガソリン代,,,
0001-20090704-82-724-1-1909,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090705-133-730-1-1921,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090705-133-730-1-1921,1,,,,,,,,746,Payment reward,account,,,,debit,133058,ISO4217:JPY,2009-07-05,税理士報酬,,,
0001-20090705-133-730-1-1921,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090705-133-730-1-1921,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,6652,ISO4217:JPY,2009-07-05,,,,
0001-20090705-133-730-1-1921,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090705-133-730-1-1921,3,,,,,,,,131,Ordinary deposit,account,,,,credit,139710,ISO4217:JPY,2009-07-05,税理士報酬,,,
0001-20090705-133-730-1-1921,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090705-133-730-1-1921,3,2,,,,,,,,,,,,,,,,,,,,account sub
0001-20090705-18-725-1-1911,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
0001-20090705-18-725-1-1911,1,,,,,,,,726,Travel expenses,account,,,,debit,23334,ISO4217:JPY,2009-07-05,航空券,,,
0001-20090705-18-725-1-1911,1,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090705-18-725-1-1911,2,,,,,,,,191,Temporary payment consumption tax,account,,,,debit,1166,ISO4217:JPY,2009-07-05,,,,
0001-20090705-18-725-1-1911,2,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090705-18-725-1-1911,3,,,,,,,,111,Cash,account,,,,credit,24500,ISO4217:JPY,2009-07-05,航空券,,,
0001-20090705-18-725-1-1911,3,1,,,,,,,,,,,,,,,,,,,,account sub
0001-20090705-42-726-1-1913,,,,pca,2008-08-19,manual,gj,General,,,,,,,,,,,,,,
